id,tracking_code,supplier_id,destination_warehouse_id,order_id,origin,destination,shipped_date,estimated_delivery_date,actual_delivery_date,status,delay_days,carrier_name
181,TRK-99714-US,6,1,226,"Seoul, South Korea","Chicago, IL",2026-05-03,2026-05-11,2026-05-11,DELIVERED,0,Apex Logistics Freight
182,TRK-98857-US,6,1,228,"Dallas, TX","Chicago, IL",2026-05-11,2026-05-18,2026-05-22,DELAYED,4,Apex Logistics Freight
183,TRK-73167-US,7,2,230,"Dallas, TX","Dallas, TX",2026-05-26,2026-06-04,2026-06-04,DELIVERED,0,Pacific Maritime Shippers
184,TRK-11526-US,9,1,231,"Chicago, IL","Chicago, IL",2026-05-04,2026-05-09,2026-05-09,DELIVERED,0,Apex Logistics Freight
185,TRK-76444-US,5,1,235,"Chicago, IL","Chicago, IL",2026-06-14,2026-06-20,2026-06-20,DELIVERED,0,Apex Logistics Freight
186,TRK-85108-US,8,4,236,"Stuttgart, Germany","Newark, NJ",2026-06-19,2026-06-29,2026-06-29,DELIVERED,0,FastTrack Parcel Services
187,TRK-62879-US,1,1,238,"Stuttgart, Germany","Chicago, IL",2026-06-16,2026-06-23,2026-06-23,DELIVERED,0,FastTrack Parcel Services
188,TRK-76628-US,10,3,239,"Dallas, TX","Oakland, CA",2026-06-11,2026-06-21,2026-06-27,DELAYED,6,Apex Logistics Freight
189,TRK-53512-US,4,4,240,"Dallas, TX","Newark, NJ",2026-06-09,2026-06-15,2026-06-15,DELIVERED,0,FastTrack Parcel Services
190,TRK-54742-US,4,1,241,"Dallas, TX","Chicago, IL",2026-06-23,2026-06-30,2026-07-07,DELAYED,7,Pacific Maritime Shippers
191,TRK-74542-US,1,2,243,"Dallas, TX","Dallas, TX",2026-06-24,2026-06-30,2026-06-30,DELIVERED,0,Apex Logistics Freight
192,TRK-25826-US,4,2,244,"Taipei, Taiwan","Dallas, TX",2026-06-08,2026-06-12,2026-06-12,DELIVERED,0,FastTrack Parcel Services
193,TRK-93000-US,7,1,245,"Seoul, South Korea","Chicago, IL",2026-06-06,2026-06-15,2026-06-15,DELIVERED,0,Global Cargo Express
194,TRK-82512-US,1,1,246,"Chicago, IL","Chicago, IL",2026-06-20,2026-06-28,2026-07-03,DELAYED,5,FastTrack Parcel Services
195,TRK-26827-US,3,2,247,"Seoul, South Korea","Dallas, TX",2026-06-13,2026-06-23,2026-06-23,DELIVERED,0,Global Cargo Express
196,TRK-89822-US,7,4,248,"Tokyo, Japan","Newark, NJ",2026-06-23,2026-06-29,2026-06-29,DELIVERED,0,Apex Logistics Freight
197,TRK-64099-US,3,2,249,"Dallas, TX","Dallas, TX",2026-06-04,2026-06-10,2026-06-10,DELIVERED,0,Pacific Maritime Shippers
198,TRK-36330-US,9,2,250,"Chicago, IL","Dallas, TX",2026-06-23,2026-07-02,2026-07-02,DELIVERED,0,Apex Logistics Freight
199,TRK-76046-US,3,2,251,"Dallas, TX","Dallas, TX",2026-06-13,2026-06-19,2026-06-19,DELIVERED,0,Pacific Maritime Shippers
200,TRK-98374-US,10,4,252,"Seoul, South Korea","Newark, NJ",2026-06-16,2026-06-24,2026-06-24,DELIVERED,0,Pacific Maritime Shippers
201,TRK-44993-US,1,2,254,"Tokyo, Japan","Dallas, TX",2026-06-05,2026-06-12,2026-06-19,DELAYED,7,Apex Logistics Freight
202,TRK-57013-US,4,1,255,"Stuttgart, Germany","Chicago, IL",2026-06-14,2026-06-24,2026-06-28,DELAYED,4,FastTrack Parcel Services
203,TRK-41142-US,4,4,256,"Dallas, TX","Newark, NJ",2026-06-10,2026-06-19,2026-06-19,DELIVERED,0,Pacific Maritime Shippers
204,TRK-11699-US,6,1,257,"Taipei, Taiwan","Chicago, IL",2026-06-09,2026-06-16,2026-06-16,DELIVERED,0,Pacific Maritime Shippers
205,TRK-35362-US,6,2,258,"Seoul, South Korea","Dallas, TX",2026-06-22,2026-07-02,2026-07-02,DELIVERED,0,Pacific Maritime Shippers
206,TRK-59440-US,3,1,259,"Seoul, South Korea","Chicago, IL",2026-06-08,2026-06-12,2026-06-12,DELIVERED,0,Global Cargo Express
207,TRK-53327-US,5,1,260,"Dallas, TX","Chicago, IL",2026-07-14,2026-07-19,2026-07-19,DELIVERED,0,FastTrack Parcel Services
208,TRK-74297-US,10,3,262,"Stuttgart, Germany","Oakland, CA",2026-07-19,2026-07-27,2026-08-03,DELAYED,7,Pacific Maritime Shippers
209,TRK-76209-US,3,1,263,"Seoul, South Korea","Chicago, IL",2026-07-25,2026-08-02,,IN_TRANSIT,0,Apex Logistics Freight
210,TRK-53393-US,4,3,264,"Tokyo, Japan","Oakland, CA",2026-07-22,2026-07-26,2026-07-26,DELIVERED,0,Pacific Maritime Shippers
211,TRK-25036-US,9,1,265,"Seoul, South Korea","Chicago, IL",2026-07-07,2026-07-15,2026-07-15,DELIVERED,0,Pacific Maritime Shippers
212,TRK-99463-US,4,1,266,"Seoul, South Korea","Chicago, IL",2026-07-12,2026-07-20,2026-07-20,DELIVERED,0,Pacific Maritime Shippers
213,TRK-77411-US,9,3,269,"Seoul, South Korea","Oakland, CA",2026-07-27,2026-08-05,2026-08-05,DELIVERED,0,FastTrack Parcel Services
214,TRK-31940-US,2,1,270,"Dallas, TX","Chicago, IL",2026-07-20,2026-07-25,2026-07-25,DELIVERED,0,Global Cargo Express
215,TRK-36945-US,7,1,271,"Dallas, TX","Chicago, IL",2026-07-29,2026-08-07,2026-08-07,DELIVERED,0,FastTrack Parcel Services
216,TRK-21471-US,6,1,273,"Stuttgart, Germany","Chicago, IL",2026-07-15,2026-07-20,2026-07-27,DELAYED,7,Global Cargo Express
217,TRK-60860-US,5,4,274,"Dallas, TX","Newark, NJ",2026-07-05,2026-07-13,,DELAYED,3,FastTrack Parcel Services
218,TRK-94072-US,2,1,275,"Dallas, TX","Chicago, IL",2026-07-20,2026-07-24,2026-07-24,DELIVERED,0,Global Cargo Express
219,TRK-99899-US,2,3,276,"Chicago, IL","Oakland, CA",2026-07-11,2026-07-21,2026-07-27,DELAYED,6,Pacific Maritime Shippers
220,TRK-30489-US,1,4,277,"Taipei, Taiwan","Newark, NJ",2026-07-20,2026-07-27,,IN_TRANSIT,0,Apex Logistics Freight
221,TRK-98773-US,3,3,278,"Stuttgart, Germany","Oakland, CA",2026-07-05,2026-07-11,,IN_TRANSIT,0,Pacific Maritime Shippers
222,TRK-80405-US,10,4,279,"Tokyo, Japan","Newark, NJ",2026-07-09,2026-07-14,2026-07-16,DELAYED,2,Global Cargo Express
223,TRK-31096-US,7,2,280,"Taipei, Taiwan","Dallas, TX",2026-07-23,2026-08-01,2026-08-01,DELIVERED,0,Apex Logistics Freight
224,TRK-81939-US,10,1,281,"Dallas, TX","Chicago, IL",2026-07-09,2026-07-14,2026-07-21,DELAYED,7,FastTrack Parcel Services
225,TRK-53365-US,4,4,282,"Taipei, Taiwan","Newark, NJ",2026-07-12,2026-07-21,,DELAYED,2,Pacific Maritime Shippers
226,TRK-51652-US,2,2,283,"Seoul, South Korea","Dallas, TX",2026-07-06,2026-07-10,2026-07-10,DELIVERED,0,FastTrack Parcel Services
227,TRK-51462-US,3,3,284,"Taipei, Taiwan","Oakland, CA",2026-07-11,2026-07-17,2026-07-17,DELIVERED,0,FastTrack Parcel Services
228,TRK-57118-US,7,3,285,"Dallas, TX","Oakland, CA",2026-08-03,2026-08-13,2026-08-13,DELIVERED,0,Apex Logistics Freight
229,TRK-82308-US,5,4,286,"Taipei, Taiwan","Newark, NJ",2026-08-27,2026-09-03,2026-09-03,DELIVERED,0,Global Cargo Express
230,TRK-44502-US,3,2,287,"Dallas, TX","Dallas, TX",2026-08-06,2026-08-16,,IN_TRANSIT,0,Global Cargo Express
231,TRK-87337-US,1,4,288,"Stuttgart, Germany","Newark, NJ",2026-08-27,2026-09-06,,IN_TRANSIT,0,Apex Logistics Freight
232,TRK-61445-US,3,3,289,"Chicago, IL","Oakland, CA",2026-08-20,2026-08-28,,IN_TRANSIT,0,Apex Logistics Freight
233,TRK-62007-US,9,1,290,"Chicago, IL","Chicago, IL",2026-08-19,2026-08-24,,IN_TRANSIT,0,Pacific Maritime Shippers
234,TRK-77388-US,10,2,291,"Seoul, South Korea","Dallas, TX",2026-08-05,2026-08-15,,IN_TRANSIT,0,Apex Logistics Freight
235,TRK-57028-US,3,4,292,"Taipei, Taiwan","Newark, NJ",2026-08-18,2026-08-26,2026-08-26,DELIVERED,0,Global Cargo Express
236,TRK-97632-US,4,1,293,"Chicago, IL","Chicago, IL",2026-08-08,2026-08-12,2026-08-12,DELIVERED,0,Apex Logistics Freight
237,TRK-23529-US,1,3,295,"Dallas, TX","Oakland, CA",2026-08-16,2026-08-23,2026-08-23,DELIVERED,0,Pacific Maritime Shippers
238,TRK-87028-US,7,3,296,"Chicago, IL","Oakland, CA",2026-08-09,2026-08-17,2026-08-17,DELIVERED,0,Global Cargo Express
239,TRK-73191-US,6,4,297,"Chicago, IL","Newark, NJ",2026-08-16,2026-08-24,2026-08-24,DELIVERED,0,Global Cargo Express
240,TRK-29692-US,5,2,299,"Taipei, Taiwan","Dallas, TX",2026-08-15,2026-08-19,2026-08-19,DELIVERED,0,Apex Logistics Freight
241,TRK-24855-US,7,3,300,"Dallas, TX","Oakland, CA",2026-08-05,2026-08-15,,DELAYED,3,FastTrack Parcel Services
242,TRK-41938-US,7,1,301,"Taipei, Taiwan","Chicago, IL",2026-08-03,2026-08-11,2026-08-11,DELIVERED,0,Global Cargo Express
243,TRK-17328-US,1,2,302,"Tokyo, Japan","Dallas, TX",2026-08-11,2026-08-16,,IN_TRANSIT,0,Apex Logistics Freight
244,TRK-21239-US,1,3,304,"Seoul, South Korea","Oakland, CA",2026-08-20,2026-08-28,,IN_TRANSIT,0,Apex Logistics Freight
245,TRK-88753-US,4,4,305,"Chicago, IL","Newark, NJ",2026-08-19,2026-08-29,2026-08-29,DELIVERED,0,Apex Logistics Freight
246,TRK-88188-US,6,4,307,"Taipei, Taiwan","Newark, NJ",2026-08-17,2026-08-25,2026-08-25,DELIVERED,0,Global Cargo Express
247,TRK-29603-US,9,4,308,"Taipei, Taiwan","Newark, NJ",2026-08-04,2026-08-08,2026-08-14,DELAYED,6,Global Cargo Express
248,TRK-22214-US,9,1,309,"Dallas, TX","Chicago, IL",2026-08-25,2026-09-02,2026-09-08,DELAYED,6,FastTrack Parcel Services
